word	source	synset	first appearance	1650-1700	1701-1750	1751-1800	1801-1850	1851-1900	1901-1925	smell-source	quality	
toilette_publique_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
fruit_pourri_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
chaussettes_puantes_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
merde_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
urinoir_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
vomissent_noun	StartingCategories									CATEGORY|waste_garbage|pee|vomit|excrement|rotten		
grange_noun	StartingCategories									CATEGORY|animal|people		
beagle_noun	StartingCategories									CATEGORY|animal|people		
taureau_noun	StartingCategories									CATEGORY|animal|people		
cerf_noun	StartingCategories									CATEGORY|animal|people		
linge_sale_noun	StartingCategories									CATEGORY|animal|people		
petit_chien_noun	StartingCategories									CATEGORY|animal|people		
félin_noun	StartingCategories									CATEGORY|animal|people		
air_frais_noun	StartingCategories									CATEGORY|animal|people		
grenouille_noun	StartingCategories									CATEGORY|animal|people		
paraffine_noun	StartingCategories									CATEGORY|animal|people		
rongeur_noun	StartingCategories									CATEGORY|animal|people		
putois_noun	StartingCategories									CATEGORY|animal|people		
mouchette_noun	StartingCategories									CATEGORY|animal|people		
zoo_noun	StartingCategories									CATEGORY|animal|people		
floraison_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
bois_de_cèdre_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
conifère_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
jonquille_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
fleurs_sèchées_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
herbe_sèche_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
eucalyptus_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
magasin_de_fleurs_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
fleuriste_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
chèvre_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
pavement_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
herbes_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
lierre_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
pelouse_tondu_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
magnolia_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
médicaments_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
bois_vieux_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
herbe_(à_fumer)_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
potpourri_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
romarin_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
sauge_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
bois_de_santal_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
algue_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
sycamore_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
feuille_mouillée_noun	StartingCategories									CATEGORY|nature_flowers|plant|tree|soil		
attirant_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
appétisant_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
délectable_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
savoureux_adj	StartingCategories										CATEGORY|sweet|spicy	
floral_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
fleuri_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
fruité_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
bouche-arrousage_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
musqué_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
agréable_au_goût_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
gourmand_adj	StartingCategories										CATEGORY|Fragrant|fruity|floral	
vieux_de_plusieurs_siècles_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
poussiéreux_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
terreux_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
humidité_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
moussu_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
herbeux_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
herbacé_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
vicié_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
non_épicé?_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
boisé_adj	StartingCategories										CATEGORY|woody/earthy/mouldy	
alcalin_adj	StartingCategories										CATEGORY|chemical|hydro-carbons|synthetic	
saumâtre_adj	StartingCategories										CATEGORY|fresh	
fraîcheur_adj	StartingCategories										CATEGORY|fresh	
metholé_adj	StartingCategories										CATEGORY|fresh	
à_la_menthe_adj	StartingCategories										CATEGORY|fresh	
carameélisé_adj	StartingCategories										CATEGORY|sweet|spicy	
écoeurant_adj	StartingCategories										CATEGORY|sweet|spicy	
mielleux_adj	StartingCategories										CATEGORY|sweet|spicy	
salin_adj	StartingCategories										CATEGORY|sweet|spicy	
sapide_adj	StartingCategories										CATEGORY|sweet|spicy	
mi-sucré_adj	StartingCategories										CATEGORY|sweet|spicy	
poivré_adj	StartingCategories										CATEGORY|sweet|spicy	
épicé_adj	StartingCategories										CATEGORY|sweet|spicy	
sucré_adj	StartingCategories										CATEGORY|sweet|spicy	
douceur_adj	StartingCategories										CATEGORY|sweet|spicy	
sirupeux_adj	StartingCategories										CATEGORY|sweet|spicy	
acidulé_adj	StartingCategories										CATEGORY|sweet|spicy	
au_fromage_adj	StartingCategories										CATEGORY|smoky|toasted|burnt|fatty	
fumeux_adj	StartingCategories										CATEGORY|smoky|toasted|burnt|fatty	
fumé_adj	StartingCategories										CATEGORY|smoky|toasted|burnt|fatty	
de_noix_adj	StartingCategories										CATEGORY|smoky|toasted|burnt|fatty	
malté_adj	StartingCategories										CATEGORY|smoky|toasted|burnt|fatty	
poissonneux_adj	StartingCategories										CATEGORY|decayed	
rance_adj	StartingCategories										CATEGORY|decayed	
aillé_adj	StartingCategories										CATEGORY|decayed	
acerbe_adj	StartingCategories										CATEGORY|pungent	
aigre-doux_adj	StartingCategories										CATEGORY|pungent	
mordant?_adj	StartingCategories										CATEGORY|pungent	
en_sueur_adj	StartingCategories										CATEGORY|pungent	
moite_adj	StartingCategories										CATEGORY|pungent	
